q_id,query,linked_word,paragraph_text,gold_article_id,faiss_rank,rerank_rank,faiss_article_ids,rerank_article_ids
68,"Retrieve the correct article for the term 'Craig Mazin' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Craig Mazin,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",147,10,9,183|146|181|182|178|174|180|148|175|147|179|177|149|176|155|152|150|191|154|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|178|174|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|155|153|151|149|150|179|152|187
69,"Retrieve the correct article for the term 'Johan Renck' given this context: Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",Johan Renck,"Episode 5 "" Vichnaya Pamyat "" Name Vichnaya Pamyat Release date June 3, 2019 Runtime 78 minutes Director Johan Renck Writer Craig Mazin Episode guide Previous Episode 4 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 5 "" (originally: "" Vichnaya Pamyat "") is the fifth and the final episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on June 3, 2019 on the US pay TV channel HBO.",148,3,6,181|146|148|183|174|182|178|175|177|180|179|176|149|154|147|152|191|150|155|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|176|175|178|174|148|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|181|182|183|154|153|155|151|149|150|179|152|187
70,Retrieve the correct article for the term 'Chernobyl' given this context: The following is a complete list with images of the characters from Chernobyl .,Chernobyl,The following is a complete list with images of the characters from Chernobyl .,146,2,38,179|146|150|175|155|153|149|181|154|152|174|178|177|182|183|180|151|191|1|176|148|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|176|177|175|174|178|147|180|1|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|146|181|154|153|182|149|150|155|152|151|183|179|187
71,"Retrieve the correct article for the term 'Episode 1' given this context: Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",Episode 1,"Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",174,3,3,180|181|174|183|178|182|146|175|177|179|191|149|176|150|148|155|154|151|1|152|153|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|174|176|177|178|180|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|147|1|181|182|183|179|154|153|155|149|150|151|152|187
72,"Retrieve the correct article for the term 'Episode 5' given this context: Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",Episode 5,"Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",178,3,6,180|181|178|174|182|183|146|175|177|179|191|149|176|150|148|155|154|151|1|153|152|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|174|176|177|178|180|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|147|1|182|181|183|179|154|153|155|149|151|150|152|187
73,"Retrieve the correct article for the term 'Jared Harris' given this context: Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",Jared Harris,"Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",186,0,0,180|174|181|178|146|182|175|179|191|177|149|183|176|150|155|154|148|151|187|153|1|152|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|174|178|177|176|180|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|147|181|182|1|183|179|154|153|155|149|151|150|187|152
74,"Retrieve the correct article for the term 'Chernobyl' given this context: Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",Chernobyl,"Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",146,2,36,180|146|181|174|175|179|178|177|149|182|150|191|154|155|183|176|151|153|152|148|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|178|175|174|177|176|180|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|146|147|1|181|182|183|179|154|153|151|155|149|150|187|152
75,"Retrieve the correct article for the term 'Jared Harris' given this context: Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",Jared Harris,"Valery Alekseyevich Legasov Occupation Deputy Director of the Kurchatov Institute Biographical information Cause of death Suicide Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Jared Harris
Valery Legasov (1936-1988) is a main character of Chernobyl . He is portrayed by Jared Harris and has appeared in all episodes. He was the Deputy Director of the Kurchatov Institute of Atomic Energy and part of the team that responded to the Chernobyl disaster.",186,0,0,180|174|181|178|146|182|175|179|191|177|149|183|176|150|155|154|148|151|187|153|1|152|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|174|178|177|176|180|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|147|181|182|1|183|179|154|153|155|149|151|150|187|152
76,"Retrieve the correct article for the term 'Episode 1' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 1,"Episode 1
Episode 2
Episode 3
Episode 4",174,13,2,183|181|180|182|146|148|1|149|179|178|155|177|174|175|176|191|150|154|153|152|147|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|174|175|176|178|148|180|181|146|147|1|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|182|183|179|154|187|151|153|150|155|149|152
77,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 2,"Episode 1
Episode 2
Episode 3
Episode 4",175,14,3,183|181|182|180|146|148|1|179|149|178|174|155|177|175|176|191|150|147|153|154|152|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|174|175|176|178|148|180|181|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|182|183|179|154|187|151|153|150|155|149|152
78,"Retrieve the correct article for the term 'Episode 3' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 3,"Episode 1
Episode 2
Episode 3
Episode 4",176,15,5,183|181|182|180|146|148|1|179|149|178|174|177|155|175|176|191|150|147|153|154|152|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|174|175|178|176|148|180|181|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|182|183|179|154|187|151|153|150|155|149|152
79,"Retrieve the correct article for the term 'Episode 4' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 4,"Episode 1
Episode 2
Episode 3
Episode 4",177,12,3,183|181|180|182|146|148|1|179|149|178|174|177|155|175|176|191|150|147|153|152|154|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,175|174|177|148|176|178|180|181|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|182|183|179|154|151|187|153|150|155|149|152
80,Retrieve the correct article for the term 'Episode 1' given this context: Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,Episode 1,Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,174,4,5,181|183|146|174|191|180|175|182|179|178|177|149|176|154|187|150|155|148|152|151|153|1|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|177|178|174|176|180|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|146|147|181|1|182|183|154|153|179|149|150|151|187|152|155
81,Retrieve the correct article for the term 'Episode 5' given this context: Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,Episode 5,Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,178,10,4,181|183|174|146|182|191|180|175|179|178|177|176|149|154|150|187|155|152|148|151|153|1|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|177|178|174|176|180|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|146|147|181|1|182|183|154|153|179|149|151|150|187|152|155
82,Retrieve the correct article for the term 'Stellan Skarsgård' given this context: Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,Stellan Skarsgård,Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,187,2,45,181|187|174|191|146|183|179|175|154|180|182|177|178|176|149|150|148|151|152|155|153|1|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|178|177|174|176|180|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|146|147|181|182|1|183|154|179|155|187|149|153|151|150|152
83,Retrieve the correct article for the term 'Chernobyl' given this context: Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,Chernobyl,Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,146,2,36,181|146|179|175|174|191|154|183|180|178|177|182|149|150|155|152|176|153|151|187|1|148|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|178|174|177|176|180|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|146|147|181|1|182|183|154|179|153|149|150|151|155|187|152
84,Retrieve the correct article for the term 'Stellan Skarsgård' given this context: Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,Stellan Skarsgård,Boris Yevdokimovich Shcherbina Occupation Deputy Chairman of the Council of Ministers Biographical information Cause of death Possibly cancer related to relief work at Chernobyl Appearances First appearance Episode 1 Last appearance Episode 5 Behind the scenes Portrayed by Stellan Skarsgård Boris Shcherbina (1919-1990) is a main character of Chernobyl . He is portrayed by Stellan Skarsgård . He was the deputy Chairman of the Council of Ministers (Deputy Premier) and Head of the Fuel and Energy O,187,2,45,181|187|174|191|146|183|179|175|154|180|182|177|178|176|149|150|148|151|152|155|153|1|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|178|177|174|176|180|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|146|147|181|182|1|183|154|179|155|187|149|153|151|150|152
85,"Retrieve the correct article for the term 'Episode 1' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 1,"Episode 1
Episode 2
Episode 3
Episode 4",174,13,2,183|181|180|182|146|148|1|149|179|178|155|177|174|175|176|191|150|154|153|152|147|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|174|175|176|178|148|180|181|146|147|1|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|182|183|179|154|187|151|153|150|155|149|152
86,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 2,"Episode 1
Episode 2
Episode 3
Episode 4",175,14,3,183|181|182|180|146|148|1|179|149|178|174|155|177|175|176|191|150|147|153|154|152|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|174|175|176|178|148|180|181|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|182|183|179|154|187|151|153|150|155|149|152
87,"Retrieve the correct article for the term 'Episode 3' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 3,"Episode 1
Episode 2
Episode 3
Episode 4",176,15,5,183|181|182|180|146|148|1|179|149|178|174|177|155|175|176|191|150|147|153|154|152|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,177|174|175|178|176|148|180|181|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|182|183|179|154|187|151|153|150|155|149|152
88,"Retrieve the correct article for the term 'Episode 4' given this context: Episode 1
Episode 2
Episode 3
Episode 4",Episode 4,"Episode 1
Episode 2
Episode 3
Episode 4",177,12,3,183|181|180|182|146|148|1|179|149|178|174|177|155|175|176|191|150|147|153|152|154|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,175|174|177|148|176|178|180|181|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|1|182|183|179|154|151|187|153|150|155|149|152
89,"Retrieve the correct article for the term 'Episode 2' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Episode 2,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",175,5,2,182|146|183|181|175|174|179|177|178|180|176|149|150|191|148|155|154|152|153|151|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|176|177|174|178|180|147|146|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|182|181|1|183|154|153|179|155|149|150|151|152|187
90,"Retrieve the correct article for the term 'Episode 5' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Episode 5,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",178,9,6,182|146|181|183|175|174|179|177|178|180|176|149|150|191|155|154|152|148|153|151|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|176|177|174|178|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|182|181|1|183|154|179|153|155|149|150|151|152|187
91,"Retrieve the correct article for the term 'Emily Watson' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Emily Watson,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",188,0,0,182|146|179|175|174|177|181|183|150|178|176|180|149|191|152|154|153|151|155|148|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|178|174|176|177|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|182|181|1|183|154|179|153|155|149|150|151|152|187
92,"Retrieve the correct article for the term 'Chernobyl' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Chernobyl,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",146,1,37,146|182|179|175|181|174|177|150|149|178|154|155|152|183|176|153|191|151|180|1|148|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|177|176|178|174|180|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|146|182|181|1|183|154|155|179|153|149|150|151|152|187
93,"Retrieve the correct article for the term 'Emily Watson' given this context: Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",Emily Watson,"Occupation Researcher at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR Appearances First appearance Episode 2 Last appearance Episode 5 Behind the scenes Portrayed by Emily Watson
Ulana Khomyuk is a main character of Chernobyl . She is played by Emily Watson and first appeared in Episode 2 . She is a scientist at the Institute of Nuclear Energy of the Academy of Sciences of the Belarusian SSR and a member of the team investigating the disaster.",188,0,0,182|146|179|175|174|177|181|183|150|178|176|180|149|191|152|154|153|151|155|148|1|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,148|175|178|174|176|177|180|146|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|182|181|1|183|154|179|153|155|149|150|151|152|187
