q_id,query,linked_word,paragraph_text,correct_article_id,correct_title,found_rank,retrieved_article_ids,retrieved_scores
11,Retrieve the correct article for the term 'Chernobyl' given this context: Sister Pictures is a production company of Chernobyl .,Chernobyl,Sister Pictures is a production company of Chernobyl .,146,Chernobyl,3,150|179|146|155|149|153|152|175|181|151|154|177|182|174|178|183|180|1|176|191|148|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.784764|0.644017|0.596418|0.587508|0.566419|0.527877|0.491163|0.485714|0.439833|0.437266|0.400607|0.381255|0.377075|0.365974|0.357202|0.351459|0.342828|0.340356|0.322836|0.294068|0.201097|0.093503|0.016244|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
12,Retrieve the correct article for the term 'Chernobyl' given this context: Sky UK is a production company of Chernobyl .,Chernobyl,Sky UK is a production company of Chernobyl .,146,Chernobyl,4,151|149|155|146|153|152|179|150|175|154|181|174|178|177|1|180|182|176|183|191|148|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.725254|0.600918|0.591496|0.584364|0.543517|0.538581|0.532308|0.512415|0.479268|0.434490|0.414953|0.364920|0.344507|0.337357|0.325719|0.324820|0.320741|0.278300|0.270494|0.269812|0.122312|0.096162|0.001865|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
13,Retrieve the correct article for the term 'Chernobyl' given this context: The Mighty Mint is a production company of Chernobyl .,Chernobyl,The Mighty Mint is a production company of Chernobyl .,146,Chernobyl,2,152|146|155|179|149|153|150|175|154|151|181|178|177|174|182|1|176|191|183|180|148|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.762759|0.585518|0.561641|0.560197|0.526140|0.525019|0.484414|0.464131|0.462753|0.442042|0.406743|0.376708|0.375127|0.349328|0.322086|0.320792|0.314667|0.295387|0.280835|0.264504|0.128184|0.079919|-0.050838|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
14,Retrieve the correct article for the term 'Chernobyl' given this context: Word Games is a production company of Chernobyl .,Chernobyl,Word Games is a production company of Chernobyl .,146,Chernobyl,2,153|146|149|179|155|150|152|175|154|151|181|178|174|177|1|191|182|180|176|183|148|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.801616|0.628567|0.580488|0.575488|0.573045|0.515410|0.514605|0.475226|0.464561|0.444657|0.403283|0.361708|0.361459|0.344716|0.338441|0.330884|0.292636|0.287349|0.285588|0.265819|0.131226|0.125965|-0.014007|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
15,Retrieve the correct article for the term 'Chernobyl' given this context: Hildur Guðnadóttir is the composer of the score of Chernobyl .,Chernobyl,Hildur Guðnadóttir is the composer of the score of Chernobyl .,146,Chernobyl,2,154|146|179|175|149|152|153|174|181|155|178|177|150|191|182|176|151|180|183|1|148|187|147|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.805436|0.637303|0.563643|0.513149|0.465190|0.457058|0.455932|0.451443|0.442701|0.436164|0.432703|0.408860|0.382971|0.361403|0.359074|0.356642|0.335102|0.334120|0.304004|0.285072|0.177722|0.110241|0.088358|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
16,Retrieve the correct article for the term 'Chernobyl' given this context: Warner Bros. Television Distribution is the distribution company of Chernobyl .,Chernobyl,Warner Bros. Television Distribution is the distribution company of Chernobyl .,146,Chernobyl,3,155|149|146|179|153|150|152|175|151|181|154|178|174|177|1|182|183|191|180|176|148|147|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.787981|0.648287|0.614490|0.571344|0.558153|0.550345|0.530794|0.482134|0.474891|0.438401|0.428612|0.381320|0.370946|0.366820|0.360971|0.326811|0.325628|0.325376|0.321991|0.298344|0.176965|0.106951|-0.000892|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
17,"Retrieve the correct article for the term 'Johan Renck' given this context: Episode 1 "" 1:23:45 "" Name 1:23:45 Release date May 6, 2019 Runtime 56 minutes Director Johan Renck Writer Craig Mazin Episode guide Next Episode 2 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 1 "" (named "" 1:23:45 "") is the first episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 6, 2019 on the US pay TV channel HBO.",Johan Renck,"Episode 1 "" 1:23:45 "" Name 1:23:45 Release date May 6, 2019 Runtime 56 minutes Director Johan Renck Writer Craig Mazin Episode guide Next Episode 2 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 1 "" (named "" 1:23:45 "") is the first episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 6, 2019 on the US pay TV channel HBO.",148,Johan Renck,3,146|181|148|174|183|175|180|177|182|178|179|154|149|176|191|152|155|147|150|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.562490|0.562076|0.537206|0.511925|0.508117|0.469743|0.468630|0.445354|0.443683|0.442493|0.442238|0.374903|0.352763|0.343566|0.308058|0.304708|0.298063|0.293858|0.282237|0.270456|0.244715|0.203292|0.173888|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
18,"Retrieve the correct article for the term 'Craig Mazin' given this context: Episode 1 "" 1:23:45 "" Name 1:23:45 Release date May 6, 2019 Runtime 56 minutes Director Johan Renck Writer Craig Mazin Episode guide Next Episode 2 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 1 "" (named "" 1:23:45 "") is the first episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 6, 2019 on the US pay TV channel HBO.",Craig Mazin,"Episode 1 "" 1:23:45 "" Name 1:23:45 Release date May 6, 2019 Runtime 56 minutes Director Johan Renck Writer Craig Mazin Episode guide Next Episode 2 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 1 "" (named "" 1:23:45 "") is the first episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 6, 2019 on the US pay TV channel HBO.",147,Craig Mazin,12,146|181|183|180|174|182|148|179|175|178|149|147|177|155|176|154|150|152|191|1|153|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.540108|0.519442|0.512923|0.454668|0.448841|0.431673|0.428388|0.417966|0.416787|0.407458|0.405069|0.393094|0.372128|0.329820|0.317123|0.305749|0.294520|0.292089|0.281506|0.263795|0.263533|0.204983|0.105728|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
19,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 1 "" 1:23:45 "" Name 1:23:45 Release date May 6, 2019 Runtime 56 minutes Director Johan Renck Writer Craig Mazin Episode guide Next Episode 2 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 1 "" (named "" 1:23:45 "") is the first episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 6, 2019 on the US pay TV channel HBO.",Episode 2,"Episode 1 "" 1:23:45 "" Name 1:23:45 Release date May 6, 2019 Runtime 56 minutes Director Johan Renck Writer Craig Mazin Episode guide Next Episode 2 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 1 "" (named "" 1:23:45 "") is the first episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 6, 2019 on the US pay TV channel HBO.",175,Episode 2,6,183|181|146|180|182|175|174|149|179|178|148|177|155|176|154|191|150|1|152|153|147|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.631680|0.583454|0.570276|0.511519|0.468731|0.466202|0.439961|0.428188|0.427347|0.426651|0.402930|0.378850|0.352164|0.340807|0.315614|0.309236|0.307786|0.299258|0.287423|0.271746|0.269479|0.223033|0.050531|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
20,"Retrieve the correct article for the term 'Episode 2' given this context: Episode 1 "" 1:23:45 "" Name 1:23:45 Release date May 6, 2019 Runtime 56 minutes Director Johan Renck Writer Craig Mazin Episode guide Next Episode 2 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 1 "" (named "" 1:23:45 "") is the first episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 6, 2019 on the US pay TV channel HBO.",Episode 2,"Episode 1 "" 1:23:45 "" Name 1:23:45 Release date May 6, 2019 Runtime 56 minutes Director Johan Renck Writer Craig Mazin Episode guide Next Episode 2 Episodes Episode 1 • Episode 2 • Episode 3 • Episode 4 • Episode 5
"" Episode 1 "" (named "" 1:23:45 "") is the first episode of Chernobyl . It was written by Craig Mazin and directed by Johan Renck . The episode first aired on May 6, 2019 on the US pay TV channel HBO.",175,Episode 2,6,183|181|146|180|182|175|174|149|179|178|148|177|155|176|154|191|150|1|152|153|147|151|187|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191|191,0.631680|0.583454|0.570276|0.511519|0.468731|0.466202|0.439961|0.428188|0.427347|0.426651|0.402930|0.378850|0.352164|0.340807|0.315614|0.309236|0.307786|0.299258|0.287423|0.271746|0.269479|0.223033|0.050531|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000|-340282346638528859811704183484516925440.000000
